研报名称,机构名称,发布时间,行业,研报地址
《非化石能源电力消费核算指南（试行）》政策解读：非化石能源电力消费规范核算 绿证需求或实质性扩容,华源证券,2026-06-03 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=vLVBb9crEuL+SI65XlPRK2fvnSFc+QMmCJfW4cCvgH4=
公用环保202605第5期：广东6月月度集中竞价438.32厘/千瓦时，南方电网电力负荷峰值连创新高,国信证券,2026-06-02 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=J8egfRaQldcxrS+vK5NVDmWiXY27h2Nt13qWKdaWL8U=
公用事业行业跟踪周报：南方区域用电负荷创历史新高，“人工智能+”能源高价值场景试点申报开展,东吴证券,2026-06-01 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=34IjOVFT7SMXhv7RV89/dXmnHib4oTO1QJ0Fij3lwyM=
大能源行业2026年第21周周报：1-4月电力装机数据分析4月天然气供需跟踪,华源证券,2026-05-31 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=frN1yznI/PSjLneQCR7qmjzoPyw9/R3YdOe3fW3SVYI=
公用事业行业研究：从“双碳”到“算电”，两轮电力行情对照,国金证券,2026-05-31 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=frN1yznI/PSjLneQCR7qmr0JDToGJqA8QS/1zzDA5gg=
公用环保行业202605第4期：1-4月全社会用电量3.3万亿kWh（+5.4%），今夏全国最高用电负荷预计将达到16亿千瓦左右,国信证券,2026-05-26 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=ezwMyDfKd2WUFgzUwL6wAVlWtKrqIRv+GhDIJT4Hmlc=
公用事业行业跟踪周报：有序推动多用户绿电直连发展，国家气候中心预测今夏最高用电负荷达16亿千瓦左右,东吴证券,2026-05-26 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=ezwMyDfKd2WUFgzUwL6wAbvcocpBMt4gABjRdLBDBZg=
能源：AI的中国优势,东吴证券,2026-05-26 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=ezwMyDfKd2WUFgzUwL6wAQ3vIFEutAvscDed2yuTYrc=
数字化赋能现场运维应用技术,国网浙江省电力杭州供电公司,2026-05-25 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=yAxnM+X7+cNkaz6/iJZO1NLLWIR3Ipd3UqwBzVXRmCo=
大能源行业2026年第20周周报：4月用电增速6%超预期多用户绿电直连政策发布,华源证券,2026-05-24 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=190xdmTYsHjMb0DC+/627IUeBZnSRprLWxlzxUyWvBQ=
公用事业行业研究：算电融合叠加能源安全，发用电量高增仍在兑现,国金证券,2026-05-24 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=190xdmTYsHjMb0DC+/627EQajt7KcKCJCLkifmikV1s=
公用环保行业202605第3期：甘肃27H1机制电价光伏0.2447、风电0.244元/kWh，中科院聚变堆材料与氚燃料关键技术研发和实验验证平台环评受理,国信证券,2026-05-21 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=LJeWN/nGIIJZXKN8+dM8/6qOM5/dvfo5u8C/iXX+D1k=
电力能源行业周报,英大证券,2026-05-20 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=fS81ufKxtfKLbNGXxwnqo3vIHLCmVOWkOGP0rLxf2dQ=
大能源行业2026年第19周周报：算电协同赋能双碳与新质生产力，核电设备投资稳增或带动企业业绩释放,华源证券,2026-05-18 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=tI3AI4wMjmLQAmSmXTMCq3coZXU0McyuDg6XkhU+k54=
公用事业行业研究：绿电直连政策加速，华润新能源IPO获批,国金证券,2026-05-17 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=XgmbWxKOL5RjfL09nBjxd4b80wtjxnaYqi+XbcDTizs=
电力行业2025年&2026年一季报业绩综述：电力行业利润新高板块内绿电核电业绩承压,华源证券,2026-05-16 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=uQZanFa6Jry1Q2xwq/tytXIIjMDE41iNbDXD2WS+/Z0=
电力行业2026中期策略：电改持续深化，特高压建设有望提速,开源证券,2026-05-13 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=KKx/o0h8GXci4gNIaf+w9MvPi5lqCuBtz47Z0abWY0k=
大能源行业2026年第18周周报：各板块业绩综述：电力行业利润新高，燃气现金流改善派息率提升，电力主网设备表现优异,华源证券,2026-05-12 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=EZKzOIyOfPXOY/mOkPf0GNaBG3v+D9FTcFmUyJnYlMU=
公用事业行业研究：四部委发文AI能源，算电融合行情延续,国金证券,2026-05-10 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=XAM9YcCVxAJdkwQFrA2JhyuQl2/nG8ZBzD+Jsk+LwkE=
算电协同行业点评：算电协同有望引领能源与算力发展新范式,华源证券,2026-05-10 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=XAM9YcCVxAJdkwQFrA2Jh8hPOc1np/6nfEhMtBb+/Mk=
算力中心+新能源,云南省设计院集团,2026-05-08 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=Vzxb5dV9nZa96IsXVdMsLllJZvGy5Elltqmr+0LfBdM=
公用环保2026年5月投资策略：液化天然气出厂价格指数周环比上涨13.35%，广东省4月现货电价大幅上涨,国信证券,2026-05-07 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=Wq+NxWAWJ26bvphenTnhbL0KsSnmSRigpuQxv5VyL+Q=
公用环保202604第4期：《关于更高水平更高质量做好节能降碳工作的意见》和《碳达峰碳中和综合评价考核办法》发布，公用环保行业2025&26Q1基金持仓梳理,国信证券,2026-05-06 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=vK83LYxZyxfJFYh4NqvDQLpTeainGljiAED111pF/B8=
公用事业行业研究：火水增长绿核承压，火电迎业绩时间线,国金证券,2026-05-06 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=vK83LYxZyxfJFYh4NqvDQG+1Xc+Wy0HcEc1XXHXiBg4=
大能源行业2026年第17周周报：储能企业或更注重海外市场 电池企业毛利率分化,华源证券,2026-05-05 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=L1lRXMabK5Ss4XKsaKCfc+MJgyo8xhjH6B9smX08frE=
“十五五”规划纲要解读：加力新型能源基建，迈向能源强国新程,大公国际资信评估,2026-04-30 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=z+BQzM0NJ1Yh8OoBVL6DMkl/wMPExCauUDx5fG2DnZQ=
公用事业行业跟踪周报：碳达峰碳中和综合评价考核办法印发，工信部开展算电协同政策研究和标准制定,东吴证券,2026-04-28 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=en3lKDpHApx5MExDYCEDEQaehysS8chwg1B3nE2UBI4=
大能源行业2026年第16周周报：3月原煤产量持平进口动力煤量下降关注SiC产业链与国内电网设备公司投资机遇,华源证券,2026-04-27 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=I0G8zgsN1iSKizHA2BNZ6HSORBvfp5AjAG5FFKEo8qA=
公用事业：《关于推动航运绿色低碳转型发展的意见》政策解读-航运绿色转型加速推进利好绿色燃料和绿色船舶产业,华源证券,2026-04-26 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=HOMdg2q4xafXz13pJxyBRGv3U4kpPbJkKCzKDA6xaFo=
公用事业行业研究：双碳考核落地强化约束，各省规划深化能源转型,国金证券,2026-04-26 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=HOMdg2q4xafXz13pJxyBRBVi5xPtpXyvYPL0kPSIca0=
2026年电力行业分析,联合资信评估,2026-04-24 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=u0i1cZTNUMOPcM3SjCQs4BY1RbiGYgaiKXIjI1KmZoQ=
2026年中国氢能产业发展白皮书：“十五五”期间中国氢能产业发展的机遇与挑战,罗兰贝格,2026-04-22 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=oJHUkvoF+YqNhnlDxd5vJq7Aa0cuI3XA+EDjTUDMMhA=
数智协同赋能新型电力系统,清华大学,2026-04-22 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=OM4JsKFQGnDmAB23hCDvZ6WJB4EUWjWEtF9zR0MPspw=
公用事业行业跟踪周报：国家能源局推动气象与电力大模型深度耦合，江西有序推动绿电直连发展实施方案,东吴证券,2026-04-21 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=OM4JsKFQGnDmAB23hCDvZ0w8Lga7a2ff+9X73DdCqMQ=
公用环保行业202604第3期：1-3月规上发电量2.38万亿kWh（+3.4%），国家发改委明确“十五五”新型能源体系建设五大重点任务,国信证券,2026-04-20 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=lw61vATgV5jkMKNq7hii7z6Pp+RTiatxkssC17E1xck=
大能源行业2026年第15周周报：绿色燃料成本或为胜负手 电价拐点或因战局与气候提前,华源证券,2026-04-20 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=lw61vATgV5jkMKNq7hii7yAMTD44cHYXM3xdrHYoHKk=
公用事业行业研究：火电贡献93%发电量增量，能源通胀下电价兑现上涨,国金证券,2026-04-19 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=QVk5BeptH2ssWz00IL1T69XJwNpgxP5gurVC8ZGigv8=
海外核电行业点评：美国启动空间核电国家计划，能源外溢驱动核能新需求,华源证券,2026-04-17 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=hVZN+/0rd1itMAX5IcfSUDmOyjYmtPzNOn5eVglTWF8=
公用环保行业202604第2期：四家央企碳资产公司成立核能方法学联合体，核电有望迎来价值重估,国信证券,2026-04-15 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=yf320Ezqkk1hPscoJhu0uu1a6l5XayxI9UWBSoH7DQk=
电力能源行业周报,英大证券,2026-04-14 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=EzU8XTqoRN+AnFT9tIpYV/EKrmwZtQRxxUzSz6ExI7o=
全球能源展望2026：世界如何失去了1.5°C的目标,未来资源研究所,2026-04-14 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=lEJ4tvrLL4iYJKcaLiC2vwJe1BcGXQkHFY78o9u/B2Y=
公用事业行业跟踪周报：全国可再生能源电力开发建设3月月度调度会召开，新疆4个绿电直连项目获批,东吴证券,2026-04-13 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=lEJ4tvrLL4iYJKcaLiC2v/GbyTuaW5mOU0Qnrt1sNdU=
大能源行业2026年第14周周报：电力设备、环保、煤炭2026Q1业绩前瞻,华源证券,2026-04-13 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=lEJ4tvrLL4iYJKcaLiC2v2c/bkJRFcHYdjOb66nw53o=
公用环保202604第1期：国网南网一季度固定资产投资超1674亿元， 公用环保2025年报汇总,国信证券,2026-04-13 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=lEJ4tvrLL4iYJKcaLiC2v4v4NbHE0cCLWhGfErXByCw=
公用事业行业研究：华电集团强调算电协同，关注煤电水电量增趋势,国金证券,2026-04-12 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=4p6Dpc5uWa9bYfsijTcvujg9u9C1EVvn58jgAqFPlRU=
市场洞察：双碳驱动电力革命，固态变压器的商业化拐点已至？,头豹研究院,2026-04-10 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=cR/s6uWt5jZZd4n+QAEFBkVDvs/tByyqznfop7olFrg=
中国新型储能领域创投分析报告,北京绿色金融与可持续发展研究院,2026-04-10 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=cR/s6uWt5jZZd4n+QAEFBpOWDImYukKHVA4Xl3LI+LU=
公用事业行业研究：净资产增长报表修复，关注动荡下的能源安全,国金证券,2026-04-07 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=XVAfjuZIpCSkgf2k6P2gpTikP/tWqMD1Zk51rUvbveY=
公用事业行业跟踪周报：甘肃发布培育建设零碳园区的意见，26M1-2全国市场交易电量同增25.5%,东吴证券,2026-04-07 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=XVAfjuZIpCSkgf2k6P2gpSQawwUcCR+PLaIbBzWbzT4=
大能源行业2026年第13周周报：产业招标有望放量 聚变融资热度不减,华源证券,2026-04-06 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=Bj/9+eySjmeu+o4DN7DygolBqqepUlv7i06ly/fnZ+M=
公用环保行业202603第5期：全国累计发电装机容量达39.5亿千瓦，工信部等四部门印发《节能装备高质量发展实施方案（2026-2028年）》,国信证券,2026-04-06 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=Bj/9+eySjmeu+o4DN7DygjnpJMZC8ho85VZgTRBLLjk=
大公国际：从地方两会看中国实现绿色转型的发展脉络,大公国际资信评估,2026-04-02 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=XGWmSSG17O1invCqsvizvovVp3RZIJHLfs4wOE020p4=
电力行业：储能电站关键技术与应用,中国能源建设集团江苏省电力设计院,2026-04-01 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=Gu8QRr/fLYcAt/sGSmjl8LqgXES5LKt8S2z9m5tTDIc=
公用事业行业跟踪周报：安徽推动绿电直连发展征求意见，广东第一批零碳园区建设名单公布,东吴证券,2026-03-30 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=x9pIQofGzI9LIaB0HSp91msCvBkch7ZZBnPxwC1WpLs=
公用事业行业研究：从算电融合到能源安全，煤与电行情的三维框架,国金证券,2026-03-30 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=x9pIQofGzI9LIaB0HSp91knT3WLYlayeCTvXesj/0wk=
大能源行业2026年第12周周报：锂电旺季已到，1-2月我国天然气产量增长进口下降,华源证券,2026-03-29 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=dAK1ppXG2ZMmjjQE+9CZ5bmWOA0SYESK4071yGSQJVY=
电力行业投资策略：政策护航核电可持续发展，核能出海有望提速,开源证券,2026-03-27 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=+HQpsq0qvXZbuOEG3JMI5m/xWmGwQ4Ad44yiJ4N6ijM=
公用环保行业202603第4期：辽宁建立核电可持续发展价格结算机制，2026年1-2月份全社会用电量同比增长6.1%,国信证券,2026-03-25 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=BajIUgeK3t6I0eujD3HzAWdWGQ+ESoI+y2AyKgpqovI=
大能源行业2026年第11周周报：1-2月用电增速6.1%，储能景气持续，中石油26-27年管道气合同定价稳定,华源证券,2026-03-23 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=AXL2dnO3LwnWoDbc/j2fPSnvU138eRHFyM+JMVr6DR8=
公用事业：《2026年辽宁省核电机组参与电力市场化交易有关事项》解读-核电差价合约机制落地 有望提振企业盈利&估值,华源证券,2026-03-23 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=AXL2dnO3LwnWoDbc/j2fPSfS+rr6Zr50yqKIW4yhsvs=
公用事业行业跟踪周报：2026M1-2全社会用电量同增6.1%，辽宁省明确2026年核电机组建立机制电价机制,东吴证券,2026-03-23 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=AXL2dnO3LwnWoDbc/j2fPS0j68NulwVQhX7OwdWvi/E=
公用事业行业研究：发用电量高增仍将持续，辽宁核电机制电价落地,国金证券,2026-03-22 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=sCCCruEGNuZ6Q3m7hzViQpKjtfZXL0kXQ18B9ibLKdg=
公用事业行业—电力天然气周报：1-2月全社会用电量同比增长6.1%，规上工业天然气产量同比增长2.9%,信达证券,2026-03-21 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=DI1eqkBL89wAQu9EzSMc2LFH+IND77Vs89HZIUwtGU0=
净饮新势能——桶装水市场在安全焦虑与场景升级中的规模化跃迁 头豹词条报告系列,头豹研究院,2026-03-20 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=u3Nt816Iq8ZLMy7d0TYNP+U3UqGbC8LxE2rutdC6J0M=
2025广东电力行业市场年度报告,广东电力交易中心,2026-03-19 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=HYCqBDbQ2Zu7VuZ1sjPwk+gZXY2L5TSOFe3aNoj0yxU=
电力商品的经济属性及各交易品种的定位,华北电力大学,2026-03-19 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=HYCqBDbQ2Zu7VuZ1sjPwk+g1MAgYMM2mdh8ItGLQsZo=
“海上风电柔性直流输电技术”主题调研报告,中关村智能电力产业技术联盟,2026-03-19 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=HYCqBDbQ2Zu7VuZ1sjPwky/RT2TY+a7o18GiMEcnGrQ=
2025年电力市场年报,北京电力交易中心,2026-03-18 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=s7nmvLweMqllj8ucx4/dSRmLn9sH1+6KRwuDz7uHVuc=
公用环保行业202603第3期：“十五五”规划纲要全文公布，中国加入《三倍核能宣言》,国信证券,2026-03-17 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=wgy5GfHBY5ZK7yGs2a3VyUXwprqjfCiwtSV2ljr3ACE=
公用事业行业研究：十五五规划的电碳绿能，煤与电行情的由点及面,国金证券,2026-03-16 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=ivGavoqmU0N6YSeJK0gsmk5m5pogmqaQ3Xpxkcxul6k=
公用事业行业跟踪周报：加快构建清洁低碳安全高效的新型能源体系，推进“六张网”和重点领域建设投资,东吴证券,2026-03-16 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=ivGavoqmU0N6YSeJK0gsmvNfX2qow8tNNWrLxl7hquQ=
大能源行业2026年第10周周报：“十五五”规划纲要发布 储能景气度提升,华源证券,2026-03-16 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=ivGavoqmU0N6YSeJK0gsmuUpCJojw54sU6xzTgyDUTs=
电力行业点评报告：算电协同塑造行业新生态，绿电环境溢价有望提升,开源证券,2026-03-15 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=7HIURRqTbuK4ZnlEb5bC0bkbe6eSlEINS/nSd4LeJOs=
2025年年报南方电力市场,广州电力交易中心,2026-03-15 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=7HIURRqTbuK4ZnlEb5bC0UhDuulp8NzqhQEXCrY8Ypc=
公用事业行业—电力天然气周报：大唐新能源中标电算协同项目，地缘冲突持续下亚欧气价维持高位,信达证券,2026-03-14 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=g2v8yLg+TH+RwhDZqYXeKzjbrMkSrT5V7TBkmOkipTQ=
2025年度中国宅配机电产业发展报告,常州市众智文化传媒,2026-03-13 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=duOKd2B+lgzBov5ATCbG/zf41+TN3fvdNKO6Pb67s6c=
公用环保行业202603第2期：2026年政府工作报告和“十五五”规划纲要（草案）发布，加快构建清洁低碳安全高效的新型能源体系,国信证券,2026-03-12 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=duOKd2B+lgzBov5ATCbG/6IAlQoN0eVP34ypqER1tMY=
电力行业：微电网运行控制关键技术与应用,国家电网,2026-03-11 00:00:00.000,电力,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=nZOWanw4QLvo1GCI4YOLQOhY3sdqfv78xfaXUQNpcfE=
